source,moon_score,level,source_original
ACVR1,8.246281748016795,1,ACVR1
ACVR2A,6.223856845635768,2,ACVR2A
BMP4,11.971194556369204,2,BMP4
BMPR1A,8.246281748016795,1,BMPR1A
BMPR1B,8.246281748016795,1,BMPR1B
BMPR2,11.971194556369204,2,BMPR2
SMAD1,13.989855295062826,0,SMAD1
SMAD5,11.411103491063015,0,SMAD5
